"Category","NewPath","SourceFile","Notes"
"story","public/images/story/story-ski-touring-sunset.jpg","RUSH MISUSAETER\4EA18C08-D1A2-407D-820E-FC9627A4D936_1_105_c.jpeg","Wide landscape, ski track through snow toward the estate at sunset - strong storytelling/journey shot"
"lifestyle","public/images/lifestyle/lifestyle-rush-05.heic","RUSH MISUSAETER\7504C9B4-948E-4F7C-BF69-3FEB7CAC4DE8_1_201_a.heic","Candid, HEIC (needs conversion to JPG/WebP for web use)"
"lifestyle","public/images/lifestyle/lifestyle-rush-06.jpg","RUSH MISUSAETER\7A5727E1-C720-45D6-99EC-B602902628A6_1_105_c.jpeg","Candid, ski-touring trip"
"lifestyle","public/images/lifestyle/lifestyle-rush-07.jpg","RUSH MISUSAETER\8933F037-85CF-4254-B295-200A7EB3F862_1_105_c.jpeg","Candid, ski-touring trip"
"lifestyle","public/images/lifestyle/lifestyle-rush-08.jpg","RUSH MISUSAETER\D3A13DC7-E120-4A07-8FBC-2E9F50BF7A25_1_105_c.jpeg","Candid, ski-touring trip"
"lifestyle","public/images/lifestyle/lifestyle-rush-09.heic","RUSH MISUSAETER\D8722791-2E85-427F-B47A-F6144BC31B0B_1_201_a.heic","Candid, HEIC (not renderable in browsers). CONVERTED 2026-08-16 to lifestyle-rush-09-vegetables.jpg — see next row. Original .heic kept, not deleted."
"lifestyle","public/images/lifestyle/lifestyle-rush-09-vegetables.jpg","RUSH MISUSAETER\D8722791-2E85-427F-B47A-F6144BC31B0B_1_201_a.heic","Group peeling potatoes, carrots, parsnips and beetroot along a kitchen counter; framed above the shoulders so no face is visible. Converted from HEIC 2026-08-16 (2981x1883, JPEG q88 progressive, 1.19MB). Supplied by Mathieu Bonnier as the answer to his 'USE PICTURES WITH POTATOES AND VEGETABLES' note; now the Gather image on Version 4."
"lifestyle","public/images/lifestyle/lifestyle-rush-10.jpg","RUSH MISUSAETER\EB27E362-F66D-45CA-927A-9E5514EE544A_1_105_c.jpeg","Candid, ski-touring trip"
"lifestyle","public/images/lifestyle/lifestyle-iphone-01.jpg","VIDEO+Photos Iphone\034A5056-ADC5-416A-97AD-C3060953AD01_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-02.jpg","VIDEO+Photos Iphone\054C5A83-AC27-4374-B484-FCFFB04E01E1_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-03.jpg","VIDEO+Photos Iphone\0958FC75-2BB0-401A-8D08-84C42DEA6EB8_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-04.jpg","VIDEO+Photos Iphone\1A991A5C-A14E-422A-9119-054620470916_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-05.jpg","VIDEO+Photos Iphone\2813D781-6CB7-4CE9-852E-9462AA41B1E4_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-06.jpg","VIDEO+Photos Iphone\3C2BD80B-0915-4D08-9E5E-80DF508FFE46_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-07.jpg","VIDEO+Photos Iphone\3E873830-0F7E-47AA-8B64-B5E7746B526F_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-08.jpg","VIDEO+Photos Iphone\523804E2-FD6D-458A-BCD2-244B8FEAD276_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-09.jpg","VIDEO+Photos Iphone\89718E63-36D1-46A5-BAE0-C5881F1E90BB_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-10.jpg","VIDEO+Photos Iphone\92479AB9-7E23-4F73-9B08-5C0E88B1C44A_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-11.jpg","VIDEO+Photos Iphone\941887BE-5A67-4CDE-AE75-7CF980A41837_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-12.jpg","VIDEO+Photos Iphone\9E017479-E36B-4C57-9BCB-66F3C84305F2_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-13.jpg","VIDEO+Photos Iphone\A284BD33-02C3-458E-9D1F-3F2E51BD7D13_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-14.jpg","VIDEO+Photos Iphone\A77191F9-5496-4D79-A132-8F74B89C93BF_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-15.jpg","VIDEO+Photos Iphone\B3DB74ED-3BDB-4A2B-AB27-9AC0CC9AA4A4_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-16.jpg","VIDEO+Photos Iphone\B4F1BBE8-34C0-412E-A5D1-226E76987EE4_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-portrait-bjorn-mathieu.jpg","VIDEO+Photos Iphone\Bjorn&Mathieu.jpeg","Named portrait - two people ski touring at sunset, upside-down selfie framing, high-res (2.96MB)"
"lifestyle","public/images/lifestyle/lifestyle-iphone-17.jpg","VIDEO+Photos Iphone\D288709D-C7A0-4B8A-993A-CA63ADC268E8_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-18.jpg","VIDEO+Photos Iphone\E6CC4B30-2760-43FE-B5AC-67601FD950E0_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-19.jpg","VIDEO+Photos Iphone\E90CBE89-A01C-4D6B-8D0B-BEED24CB3DE8_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-20.jpg","VIDEO+Photos Iphone\EC123DEA-B481-4B06-9BDE-6754D4A6ED2C_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-21.jpg","VIDEO+Photos Iphone\F22D8C25-EBBD-48A0-8923-6FC28FF3716B_1_105_c.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-22.jpg","VIDEO+Photos Iphone\F8DB8CFB-2FE2-4384-84D9-28B3A7E45ACD_1_105_c.jpeg","Candid iPhone photo"
"story","public/images/story/story-ski-tracks-landscape.jpg","VIDEO+Photos Iphone\034A5056-ADC5-416A-97AD-C3060953AD01_1_105_c.jpeg","Wide cross-country ski landscape, skier mid-frame - journey/adventure storytelling shot. CORRECTED 2026-08-06: originally mapped to IMG_1964.jpeg by folder-pattern inference without direct viewing; IMG_1964.jpeg is actually a bakery/bread-rolls photo, not a landscape. Also duplicated at lifestyle-iphone-01.jpg."
"lifestyle","public/images/lifestyle/lifestyle-iphone-23.jpg","VIDEO+Photos Iphone\IMG_2032.jpeg","Candid iPhone photo"
"lifestyle","public/images/lifestyle/lifestyle-iphone-24.jpg","VIDEO+Photos Iphone\IMG_2194.jpeg","Candid iPhone photo"
public/images/client-update/hero-lets-talk.png,HERO LET'S TALK
public/images/client-update/divider-lets-talk.png,DIVIDER LET'S TALK
